id,created_at,conversation_id,tweet,retweet_count,like_count,reply_count,quote_count,expanded_url,language,possibly_sensitive,in_reply_to_user_id,username
1539242663735709698,2022-06-21 13:43:43+00:00,1538862793641930754,@CyruxiME @CyruxiME Thanks for reaching out. We are sorry to hear about your experience. Please provide your contact info and social media username to icm.phfr@novartis.com so we can follow up.,0,1,1,0,,en,False,1353766211998396418,Novartis
1538845116034580481,2022-06-20 11:24:00+00:00,1538845116034580481,"Technology is expanding virtual access to #healthcare and ensuring more equitable outcomes.
 
Read how #virtualhealth capabilities are evolving far beyond video consultations with a doctor.
  
@WHO @DrTedros #AccesstoHealthcare
 https://t.co/Bw3c8hsndc",19,63,18,1,https://bit.ly/3N2VjAS,en,False,,Novartis
1537870139185577987,2022-06-17 18:49:48+00:00,1537870139185577987,"On this #WorldSickleCellDay, we are joining the fight against the #stigma attached to this inherited blood disorder. Novartis’s Racey Muchilwa, describes her hopes and how collaborative approaches can lead to a better future for the 6.4m people who live with this disease.",62,295,5,1,,en,False,,Novartis
1537870042271981570,2022-06-17 18:49:24+00:00,1537870042271981570,"“#Sicklecell disease is a social and economic problem. Newborn screening alleviates many of these challenges. Early diagnosis can help children live healthy and productive lives."" – Dr. Charles Kiyaga, Ministry of Health, Uganda #WorldSickleCellDay #AccesstoHealthcare",134,524,6,1,,en,False,,Novartis
1537869965705068544,2022-06-17 18:49:06+00:00,1537869965705068544,"""There are myths that people with #sicklecell disease only live until 16 or 21. I’m a living testimony that it’s not true. The more therapies and improved delivery systems we have, the more people like me can live a normal life."" Lwimba Kasongo #SCD advocate #WorldSickleCellDay",123,470,9,6,,en,False,,Novartis
1537822166024171526,2022-06-17 15:39:10+00:00,1537822166024171526,"How can we ensure #virtualhealth and care is accessible to all, drives #healthequity, and is fully integrated into physical health and care systems? 
  
Read more how careful and inclusive policies can drive access and equity 
  
#AccesstoHealthcare @WHO @UNBBCom @NovartisFDN https://t.co/UZbidpKvSh",1,4,3,0,https://twitter.com/UNBBCom/status/1537420199728582656,en,False,,Novartis
1537808352071323650,2022-06-17 14:44:16+00:00,1537565508400201729,"@stevenhoehn Thanks for reaching out. We understand your concern and would like to know more about your circumstances. Please provide your contact info, social media username and location to nps.safetydesk@novartis.com so that we can follow up with you directly.",0,0,0,0,,en,False,1891647199,Novartis
1537400834773893121,2022-06-16 11:44:57+00:00,1537112862484996096,@goezavin Please contact our local office in the UK by phone at  +44 1276 69 2255 or click here: https://t.co/AlX13m7Kfh,0,0,1,0,https://bit.ly/39U3r6X,en,False,32071226,Novartis
1536703278402129925,2022-06-14 13:33:06+00:00,1536358253390700544,@DennisH59643628 Thanks for reaching out. Please contact our US patient assistance program at 1-888-669-6682 so we can help.,0,0,0,0,,en,False,1512841310113308682,Novartis
1536334705255137280,2022-06-13 13:08:32+00:00,1535169845309886464,@condo007 We understand your concern. Please contact our local office in the UK by phone at  +44 1276 69 2255 or click here: https://t.co/AlX13m7Kfh,0,0,2,0,https://bit.ly/39U3r6X,en,False,848921204,Novartis
1535193415192821762,2022-06-10 09:33:27+00:00,1534572264561180673,"@Steve_382 Thank you for your message. Please let us know your location, so we can try to further assist you.
Kind regards,
Novartis Community Manager",0,0,1,0,,en,False,713368273,Novartis
1533851160054050817,2022-06-06 16:39:48+00:00,1533851160054050817,"#hidradenitissuppurativa is a debilitating skin condition causing painful abscesses all over the body, which can cause irreversible scarring. People wait on average 7 years to get an accurate diagnosis. Let’s shorten the time to diagnosis. #HSAwareness https://t.co/Ns5yhIP501",6,55,5,0,https://twitter.com/Novartis/status/1533851160054050817/photo/1,en,False,,Novartis
1533851061387243520,2022-06-06 16:39:25+00:00,1533851061387243520,"#hidradenitissuppurativa is a debilitating skin condition causing painful abscesses all over the body, which can cause irreversible scarring. People wait on average 7 years to get an accurate diagnosis. Let’s shorten the time to diagnosis. #HSAwareness https://t.co/khp3mC4kbv",61,206,5,7,https://twitter.com/Novartis/status/1533851061387243520/photo/1,en,False,,Novartis
1533850833930047489,2022-06-06 16:38:31+00:00,1533850833930047489,"#hidradenitissuppurativa is a debilitating skin condition causing painful abscesses all over the body, which can cause irreversible scarring. Watch Jasmine’s story to learn more about life with HS #HSAwareness https://t.co/1yPwZz2Tu7",61,373,5,7,https://twitter.com/Novartis/status/1533850833930047489/video/1,en,False,,Novartis
1533850739679838209,2022-06-06 16:38:08+00:00,1533850739679838209,"#hidradenitissuppurativa is a debilitating skin condition causing painful abscesses all over the body, which can cause irreversible scarring. Watch Jasmine’s story to learn more about life with HS #HSAwareness https://t.co/cCrSTCacsW",76,381,6,7,https://twitter.com/Novartis/status/1533850739679838209/video/1,en,False,,Novartis
1533690150357696513,2022-06-06 06:00:01+00:00,1533690150357696513,"It takes on average 7 years to receive an accurate #hidradenitissuppurativa diagnosis. That’s too long to wait. Learn about how HS impacts Jasmine’s daily life. 

#HSAwareness https://t.co/h4D1Bd6BHW",21,60,13,10,https://twitter.com/Novartis/status/1533690150357696513/video/1,en,False,,Novartis
1531673779130314755,2022-05-31 16:27:40+00:00,1530896425776820225,@baileybug500 Please send your contact details to our team medinfo.uk@novartis.com to look into this further.,0,1,1,0,,en,False,88754823,Novartis
1531663866672959493,2022-05-31 15:48:17+00:00,1531663866672959493,RT @WorldMSDay: Today is #WorldMSDay! 🎉🎈 Join us as we celebrate the global MS movement and hope for the future. 👏 Stay tuned today for upd…,36,0,0,0,,en,False,,Novartis
1531565097352671236,2022-05-31 09:15:48+00:00,1527585959327551488,@TheDioude Please contact our local office in France by phone at +33 (0)1 55 47 60 00 or click here: https://t.co/CmPapWtsfg,0,0,0,0,https://bit.ly/3G9mwQR,en,False,1165371016807419904,Novartis
1531248234772963329,2022-05-30 12:16:43+00:00,1529877782721089536,@WinsonDaniel1 Please contact our local office in India by phone at +91 22 50243000 or click here: https://t.co/V7UsK4MJvx,0,0,0,0,https://bit.ly/3HydFa9,en,False,1252858736068059136,Novartis
1529990773764247578,2022-05-27 01:00:00+00:00,1529990773764247578,"Expanding access to critical medicines and care in low- and middle- income countries cannot be done alone. Through partnerships like the #ATOMcoalition we are focused on improving cancer care and extending people’s lives. 

#AccesstoMedicines",7,23,3,1,,en,False,,Novartis
1529560490611023873,2022-05-25 20:30:13+00:00,1529560490611023873,"Last chance to view our #ERA22 symposium on demand! Click here to access the insightful discussions on #IgANephropathy and #C3Glomerulopathy #Novartis @ERA  

https://t.co/Mto5OGkgGe",2,19,2,0,https://bit.ly/3yVIxAY,en,False,,Novartis
1529500093396750340,2022-05-25 16:30:13+00:00,1529500093396750340,"In the first concrete step for the Access to Oncology Medicines (ATOM) Coalition, Novartis has licensed its blood cancer drug to the United Nations' Medicines Patent Pool, allowing generic manufacturers to #access the know-how to produce the drug at scale and at a lower cost. https://t.co/Wb87wU85qE",4,20,4,0,https://twitter.com/Reuters/status/1527563551908544512,en,False,,Novartis
1529473613442727936,2022-05-25 14:45:00+00:00,1529473613442727936,"Partnerships like with @NHSEngland are how we are #ReimaginingHealthcare.

We developed ways of identifying individuals who survived one #CVD event and still have elevated levels of LDL cholesterol, putting them at risk for a second CVD event.

https://t.co/DInljNUXYg #WEF2022 https://t.co/ASadkClQqZ",18,163,8,3,https://bit.ly/3NBh2AW,en,False,,Novartis
1529462300398198784,2022-05-25 14:00:03+00:00,1529462300398198784,"We believe that Bio-Pharmaceutical companies should see themselves not just as producers of innovations, but as stakeholders that can partner directly with #Healthsystems to deliver better health outcomes. 

#WEF2022 #Reimagininghealthcare #AccesstoMedicines",20,103,11,2,,en,False,,Novartis
1529260290805837832,2022-05-25 00:37:20+00:00,1529260290805837832,"“Strategic public-private partnerships can help #healthsystems develop holistic, system-level solutions... relationships built on transparency, openness and mutual trust shape a more resilient future.”  
Marie-France Tschudin 

#WEF2022 #ReimaginingHealthcare",19,88,47,11,,en,False,,Novartis
1529259632690094080,2022-05-25 00:34:43+00:00,1529259632690094080,"“Strategic public-private partnerships can help #healthsystems develop holistic, system-level solutions... relationships built on transparency, openness and mutual trust shape a more resilient future”  
Marie-France Tschudin 

#WEF2022 #ReimaginingHealthcare",0,0,0,0,,en,False,,Novartis
1529201884224954373,2022-05-24 20:45:15+00:00,1529201884224954373,"We believe that Bio-Pharmaceutical companies should see themselves not just as producers of innovations, but as stakeholders that can partner directly with #Healthsystems to deliver better health outcomes. 
 
#WEF2022 #Reimagininghealthcare #AccesstoMedicines",40,131,34,12,,en,False,,Novartis
1529201800678612992,2022-05-24 20:44:55+00:00,1529201800678612992,"“Strategic public-private partnerships can help #healthsystems develop holistic, system-level solutions...  
relationships built on transparency, openness and mutual trust shape a more resilient future”  
Marie-France Tschudin 

#WEF2022 #ReimaginingHealthcare",0,2,1,0,,en,False,,Novartis
1529195437965688832,2022-05-24 20:19:38+00:00,1529195437965688832,"Partnerships like with @NHSEngland are how we are #ReimaginingHealthcare. 

We developed ways of identifying individuals who survived one #CVD event and still have elevated levels of LDL cholesterol, putting them at risk for a second CVD event. 

https://t.co/mu3zoXf9qS #WEF2022 https://t.co/zpFSJyULvF",47,151,31,8,https://bit.ly/3z1SSeR,en,False,,Novartis
1529119772381691907,2022-05-24 15:18:58+00:00,1529119772381691907,"“Strategic public-private partnerships can help #healthsystems develop holistic, system-level solutions... relationships built on transparency, openness and mutual trust shape a more resilient future.”  Marie-France Tschudin 

#WEF2022 #ReimaginingHealthcare",8,51,12,1,,en,False,,Novartis
1529092973920768007,2022-05-24 13:32:28+00:00,1529092973920768007,"The goal of this partnership is to find new ways to tackle #CVD in a systemic way.  This is to benefit the people living with the disease, their families and the #healthsystems that serve them.  

#Wef2022 #Reimagininghealthcare #AccesstoMedicines https://t.co/ZBkLIL7siH",1,14,0,0,https://twitter.com/HarvardHSI/status/1527272804764241920,en,False,,Novartis
1528910578475048961,2022-05-24 01:27:42+00:00,1528767358315249665,@latehappykate Please contact our local office in Mexico by phone at +33 (0)1 55 47 60 00 or click here: https://t.co/CmPapWtsfg,0,0,2,0,https://bit.ly/3G9mwQR,en,False,3193929722,Novartis
1528836149774536708,2022-05-23 20:31:57+00:00,1528836149774536708,"Expanding access to critical medicines and care in low- and middle- income countries cannot be done alone. Through partnerships like the #ATOMcoalition we are focused on improving cancer care and extending people’s lives. 

#AccesstoMedicine",5,15,2,0,,en,False,,Novartis
1528836067893321728,2022-05-23 20:31:37+00:00,1528836067893321728,We are onsite at ASCO to discuss how the #ATOMcoalition will develop a sustainable working model to increase access and capacity of essential cancer medicines in low- and middle-income countries. https://t.co/SwU33g3Pcr,8,34,1,0,https://twitter.com/Novartis/status/1528836067893321728/video/1,en,False,,Novartis
1528789190128934912,2022-05-23 17:25:21+00:00,1528789190128934912,Novartis is a key partner in the Access to Oncology Medicines (ATOM) coalition. This public-private partnership is to develop sustainable working models to increase access and capacity of essential cancer medicines in low- and lower middle-income countries.,8,60,2,1,,en,False,,Novartis
1528744492165218305,2022-05-23 14:27:44+00:00,1527890158624067584,@VSVENKS We saw your tweet. We take product safety seriously and want to know more. Please provide your contact info and social media username to india.drug_safety@novartis.com so we can follow up.,0,1,0,0,,en,False,84084735,Novartis
1528646919689424896,2022-05-23 08:00:01+00:00,1528646919689424896,Novartis is a key partner in the Access to Oncology Medicines (ATOM) coalition. This public-private partnership is to develop sustainable working models to increase access and capacity of essential cancer medicines in low- and lower middle-income countries.,1,17,2,0,,en,False,,Novartis
1527304718988419074,2022-05-19 15:06:35+00:00,1527140886697906176,@SameerBhoite3 Thank you for reaching out. Please contact our local office in India by phone at +91 22 50243000 or click here for additional contact information: https://t.co/x7ZOHjwUZd.,0,0,1,0,http://ms.spr.ly/6013bPKTc,en,False,1247090220979216385,Novartis
1527164952133476352,2022-05-19 05:51:12+00:00,1526826379236372480,@SHAIKHASHRAFSh1 Please contact our local office in India by phone at +91 22 50243000 or click here: https://t.co/V7UsK4MJvx,0,1,1,0,https://bit.ly/3HydFa9,en,False,1095175089237176321,Novartis
1526189459959697408,2022-05-16 13:14:57+00:00,1526189459959697408,"Explore #C3glomerulopathy and #IgANephropathy at our symposium at #ERA22 #Novartis @ERA from diagnosis to management to recent therapeutic advances, with Prof. Frémeaux-Bacchi, Prof. Le Quintrec-Donnette and Dr. @SmeetaSinha 

Register now! https://t.co/PUE36cNCdY",1,8,0,0,https://www.era-online.org/en/paris2022/registrations/,en,False,,Novartis
1526189375519858689,2022-05-16 13:14:37+00:00,1526189375519858689,"High risk of #kidneyfailure persists in patients with #IgANephropathy and #C3glomerulopathy. Learn about the alternative complement pathway, therapeutic innovations, and more at our symposium on Friday, 20 May at #ERA22 #Novartis @ERA

Register now! https://t.co/PUE36cNCdY",7,46,1,0,https://www.era-online.org/en/paris2022/registrations/,en,False,,Novartis
1525119118432686082,2022-05-13 14:21:47+00:00,1525119118432686082,"Using mixed reality technology, our new Insight Kidney app can visualize kidney diseases like #IgANephropathy and #C3Glomerulopathy and facilitate important conversations with patients #Novartis @ERA

Visit our booth at #ERA22 https://t.co/WEu1qVN7hH",1,6,0,0,https://twitter.com/Novartis/status/1525119118432686082/video/1,en,False,,Novartis
1525119051885953024,2022-05-13 14:21:31+00:00,1525119051885953024,"We’re excited about our upcoming symposium on #IgANephropathy and #C3Glomerulopathy with co-Chairs Prof. Giuseppe Remuzzi and Prof. Jürgen Floege #Novartis @ERA 

Join us at the 59th #ERA22 congress Friday 20 May, 09.45–10.45 CET",0,15,0,0,,en,False,,Novartis
1525117306208124929,2022-05-13 14:14:35+00:00,1525117306208124929,"We’re excited about our upcoming symposium on #IgANephropathy and #C3Glomerulopathy with co-Chairs Prof. Giuseppe Remuzzi and Prof. Jürgen Floege #Novartis @ERA 

Join us at the 59th #ERA22 congress Friday 20 May, 09.45–10.45 CET",0,0,0,0,,en,False,,Novartis
1525117118458609664,2022-05-13 14:13:51+00:00,1525117118458609664,"Using mixed reality technology, our new Insight Kidney app can visualize kidney diseases like #IgANephropathy and #C3Glomerulopathy and facilitate important conversations with patients #Novartis @ERA

Visit our booth at #ERA22 https://t.co/V2WGiVfqfY",0,0,0,0,https://twitter.com/Novartis/status/1525117118458609664/video/1,en,False,,Novartis
1524761123307896832,2022-05-12 14:39:15+00:00,1524502652578676739,@tech_spare Please contact our local office in South Africa by phone at +27 11 347 6600 or click here: https://t.co/HMrvz19iE2,0,0,2,0,https://bit.ly/3MdmgT8,en,False,1034503260030361603,Novartis
1524384479590195206,2022-05-11 13:42:36+00:00,1524015593342607361,@billietraynor Thanks for reaching out. We are sorry to hear about your experience. Please provide your contact info and social media username to qa.cpoireland@novartis.com so we can follow up.,0,0,1,0,,en,False,1692010142,Novartis
1523945692728811524,2022-05-10 08:39:01+00:00,1523682158455394306,"@SquidlyMan We saw your tweet. Kindly note, this is not a Novartis product, so we recommend referring to the label for further info.",0,0,0,0,,en,False,44738906,Novartis
1523680010304991232,2022-05-09 15:03:17+00:00,1523484550717796352,@SHAIKHASHRAFSh1 We saw your tweet. Please contact our local office in India by phone at +91 22 50243000 or click here: https://t.co/V7UsK4MJvx,0,0,2,0,https://bit.ly/3HydFa9,en,False,1095175089237176321,Novartis
1523677882366803968,2022-05-09 14:54:50+00:00,1522404395878862848,"@balmainiac2005 (1) @balmainiac2005 we saw your tweet. Kindly note, this is not a Novartis product, so we recommend referring to the label for further info.",0,0,0,0,,en,False,1462283186122096640,Novartis
1523580362127212544,2022-05-09 08:27:19+00:00,1523580362127212544,RT @ASIntFed: All the amazing and inspirational messages that you've left on Leave Your Footprint site have brought a smile to the faces of…,4,0,0,0,,en,False,,Novartis
1522223780399099906,2022-05-05 14:36:45+00:00,1522056888849862656,@AMUadnan Please contact our local office in India by phone at +91 22 50243000 or click here: https://t.co/V7UsK4MJvx,0,0,0,0,https://bit.ly/3HydFa9,en,False,739461619848237056,Novartis
1520037532926418944,2022-04-29 13:49:23+00:00,1519898638582837248,@souringhosh1990 Please contact our local office in India by phone at +91 22 50243000 or click here: https://t.co/V7UsK4MJvx,0,0,0,0,https://bit.ly/3HydFa9,en,False,2440338168,Novartis
1519984560704008198,2022-04-29 10:18:53+00:00,1518901564752158720,@adhs_alien @FrauNinchen @TantePani @ADHSCommunity @Propofolium @adhs_alien We saw your tweet. We take product safety seriously and would like to know more about your circumstances. Please provide your contact info and social media username to ams.novartis@novartis.com so we can follow up.,1,1,0,0,,en,False,1156686939753463808,Novartis
1519297953848037380,2022-04-27 12:50:34+00:00,1518901564752158720,@TantePani @TantePani We saw your tweet and would like to know more about your circumstances. Please provide your contact info and social media username to ams.novartis@novartis.com so we can follow up.,0,0,0,0,,en,False,1465773900223160322,Novartis
1518998233963507712,2022-04-26 16:59:35+00:00,1518998233963507712,"“Six big growth drivers firing on all cylinders... some emerging and exciting brands... and our pipeline potential.” 
 
Watch the full discussion on growth drivers between @VasNarasimhan and @SaraEisen on @CNBCClosingBell https://t.co/abGVrVHUtD 
 
$NVS $NOVN #NVSQ122",10,54,16,1,https://cnb.cx/3KpDyuA,en,False,,Novartis
1518991892582653953,2022-04-26 16:34:23+00:00,1518991892582653953,"""When you look at our position globally we are #1 in Europe, expect to be top 3 over time in China &amp; Japan... &amp; it’s our goal in medium to long-term to be top 5 in US”, Vas Narasimhan on Novartis’ outlook, pipeline &amp; performance. https://t.co/1yfFW2hj8P

$NVS #NVSQ122",7,61,9,1,https://bloom.bg/3xUKa1m,en,False,,Novartis
1518983248759635969,2022-04-26 16:00:02+00:00,1515525842616877057,@shobhatuli Please contact our local office in India by phone at +91 22 50243000 or click here: https://t.co/V7UsK4MJvx,0,0,0,0,https://bit.ly/3HydFa9,en,False,915580313002164229,Novartis
1518979328914214914,2022-04-26 15:44:27+00:00,1518979328914214914,"Creating value through growth and operational efficiencies we are focused on excellence to patients, customers and stakeholders. 

$NVS $NOVN #NVSQ122",6,59,2,0,,en,False,,Novartis
1518964189083095047,2022-04-26 14:44:18+00:00,1518964189083095047,"With our portfolio of in-market medicines and 20+ major pipeline assets that could be approved by 2026, Novartis is in a strong position to deliver in the mid- and long-term. 

$NVS $NOVN #NVSQ122",8,47,7,1,,en,False,,Novartis
1518954584672247808,2022-04-26 14:06:08+00:00,1518330593267834882,@goodtoberandom Thanks for reaching out. We understand your concern and would like to know more about your circumstances. Please provide your contact info and social media username to farmaco.vigilanciamx@novartis.com so that we can follow up with you directly.,0,1,0,0,,en,False,2771082067,Novartis
1518877552063827968,2022-04-26 09:00:02+00:00,1518877552063827968,"Today, Dr. Ronny Gal has been appointed Chief Strategy &amp; Growth Officer to oversee corporate strategy, R&amp;D portfolio strategy and business development.

He brings 20+ years of experience including financial research, mgmt consulting and business development.

$NVS $NOVN #NVSQ122",3,31,1,0,,en,False,,Novartis
1518866218253529089,2022-04-26 08:15:00+00:00,1518866218253529089,"“Delivering innovative medicines at speed and scale is our focus. People living with disease don’t have time to wait.” 

Marie-France Tschudin shares Novartis’ focus on bringing innovative medicines to market. 

$NVS $NOVN #NVSQ122",4,44,2,0,,en,False,,Novartis
1518864211908210690,2022-04-26 08:07:01+00:00,1517183476990160897,@Sab_Sahraoui Thanks for reaching out @Sab_Sahraoui. Please note Alcon is no longer a Novartis division. You can contact them at: https://t.co/EaWxuJb6T0,0,1,1,0,https://www.alcon.com/contact-us,en,False,1316362072935063552,Novartis
1518854893565530120,2022-04-26 07:30:00+00:00,1518854893565530120,"As a focused medicines company, our strategy is designed to power next phase of innovation, growth and productivity. 

$NVS $NOVN #NVSQ122",7,54,2,0,,en,False,,Novartis
1518843568944779264,2022-04-26 06:45:00+00:00,1518843568944779264,"“Building on today’s strong results, we’re setting ourselves up to lead and grow in the long-term as a focused, innovative medicines company.” 

Vas Narasimhan shares how we’re transforming to power our next phase of innovation, growth and productivity. 

$NVS $NOVN #NVSQ122",6,66,10,0,,en,False,,Novartis
1518833382490320896,2022-04-26 06:04:31+00:00,1518833382490320896,"Novartis delivered another quarter of solid sales and profit growth. Strong performance in key growth brands and advancement of robust pipeline. 

$NVS $NOVN #NVSQ122",8,68,1,0,,en,False,,Novartis
1518827315412840450,2022-04-26 05:40:25+00:00,1518827315412840450,"#NVSQ122 Novartis tweets on Q1 2022 results contain forward-looking statements. Such forward-looking statements are subject to significant known and unknown risks and uncertainties. Visit our website for more information. https://t.co/sUURkCcNyl 

$NVS $NOVN #NVSQ122",2,10,0,0,https://bit.ly/3vFL6nC,en,False,,Novartis
1518589775028051972,2022-04-25 13:56:31+00:00,1518472149882875904,@talacarol Please contact our local office in Saudi Arabia by phone at +966 13 834 3174 or click here: https://t.co/wCLiUuIj6j,0,0,1,0,https://bit.ly/3veomM8,en,False,700768297730633729,Novartis
1518533418186854400,2022-04-25 10:12:34+00:00,1518533418186854400,"Novartis will issue Q1 2022 Results before markets open this Tuesday, Apr 26.  

We invite #investors and #media to our Earnings conference call with company senior executives. 

 $NVS $NOVN #NVSQ122",2,39,0,1,,en,False,,Novartis
1517569211408732162,2022-04-22 18:21:09+00:00,1515525842616877057,@ThalGalPower Thanks for reaching out. We take product safety seriously and would like to know more about your circumstances. Please provide your contact info and social media username to usdrugsafety.operations@novartis.com so we can follow up.,0,0,1,0,,en,False,1248461684852678658,Novartis
1517508917194067968,2022-04-22 14:21:34+00:00,1512430058870382596,@feiyueuniverse Please contact our local office in China by phone at +86 10 8566 8888 or click here: https://t.co/yUgHSBhmnJ,0,0,0,0,https://bit.ly/3Ouksqh,en,False,869554980184662016,Novartis
1516717671504658434,2022-04-20 09:57:26+00:00,1516717671504658434,"Congratulations to Pamela Ting, who was named to @endpts 20 Under 40 list for her work leading an effort to develop a pill for sickle cell disease. https://t.co/qUmLPxRt40",0,9,4,1,https://endpts.com/the-201-under-40-your-guide-to-the-next-generation-of-biotech-leaders/,en,False,,Novartis
1516423670222266379,2022-04-19 14:29:11+00:00,1514401035707629573,@JCordoba74 Please contact our local office in Panama by phone at +507 300 2030 or click here: https://t.co/Qpas3W105K,0,0,0,0,https://bit.ly/36fVxFy,en,False,3191485142,Novartis
1516170675240714252,2022-04-18 21:43:52+00:00,1515432764199350278,@blancag26 Please contact our local office in Venezuela by phone at +58 212 273 2222 or click here: https://t.co/7ebxRRfUYC,0,0,0,0,https://bit.ly/2PG8kVN,en,False,114599445,Novartis
1516170654260903944,2022-04-18 21:43:47+00:00,1515525842616877057,@kashfoundation Please contact our local office in India by phone at +91 22 50243000 or click here: https://t.co/V7UsK4MJvx,0,0,0,0,https://bit.ly/3HydFa9,en,False,1220973336290717697,Novartis
1516170633465507850,2022-04-18 21:43:42+00:00,1515525842616877057,@SouravP60156942 Please contact our local office in India by phone at +91 22 50243000 or click here: https://t.co/V7UsK4MJvx,0,0,0,0,https://bit.ly/3HydFa9,en,False,1264133827007524866,Novartis
1516170599994957836,2022-04-18 21:43:34+00:00,1515038004213125126,@kolade_taofeek Thanks for reaching out @kolade_taofeek. To learn about current job openings at Novartis please check out https://t.co/rgYbIt0cyq,0,0,0,0,http://bit.ly/2AhoUWv,en,False,1355745122898628608,Novartis
1515049495045627905,2022-04-15 19:28:42+00:00,1514401035707629573,@JCordoba74 Please contact our local office in Panama by phone at +507 300 2030 or click here: https://t.co/Qpas3WiAXi,0,0,1,0,https://bit.ly/36fVxFy,en,False,3191485142,Novartis
1515049461499711494,2022-04-15 19:28:34+00:00,1514552973191430144,@Chris_M_Ward Please contact our local office in the UK by phone at  +44 1276 69 2255 or click here: https://t.co/AlX13m7Kfh,0,0,0,0,https://bit.ly/39U3r6X,en,False,21523296,Novartis
1515048192190124037,2022-04-15 19:23:31+00:00,1514248342087213060,"@patil_sushant Hi @patil_sushant, we want to hear more from you. Could you kindly email us at brassringsupport.novartis@us.ibm.com and tell us the page/URL you were on and what actions you were trying to take? Thanks!",0,0,0,0,,en,False,117993093,Novartis
1513556690179923976,2022-04-11 16:36:50+00:00,1512430058870382596,@andydepablos Please contact our local office in Venezuela by phone at +58 212 273 2222 or click here: https://t.co/7ebxRRfUYC,0,0,0,0,https://bit.ly/2PG8kVN,en,False,460428090,Novartis
1513556652473131012,2022-04-11 16:36:41+00:00,1512527297458356227,@goezavin Please contact our local office in the UK by phone at  +44 1276 69 2255 or click here: https://t.co/AlX13m7Kfh,0,0,1,0,https://bit.ly/39U3r6X,en,False,32071226,Novartis
1512053997275865093,2022-04-07 13:05:40+00:00,1512003065037180930,@Stephy__O Please contact our local office in Greece by phone at +381 11 201 4000 or click here: https://t.co/vUbmszhDyE,0,0,0,0,https://bit.ly/3ui7Lqt,en,False,28418025,Novartis
